Title,,Vader,Link,Media,Date
Cardano stablecoin protocol Ardana raises $10M in latest funding round,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-latest-funding-round-2661653,Cointelegraph,30.Oct.21
"Bakkt stock goes parabolic, GBTC outpaces BITO ETF and Tom Brady offers 1 BTC for 600th touchdown ball: Hodler_ Digest, Oct. 24-30",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/bakkt-stock-goes-parabolic-gbtc-outpaces-bito-etf-and-tom-brady-offers-1-btc-for-600th-touchdown-ball-hodlers-digest-oct-2430-2661651,Cointelegraph,30.Oct.21
The United States will become the global crypto and blockchain leader,,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-united-states-will-become-the-global-crypto-and-blockchain-leader-2661644,Cointelegraph,30.Oct.21
"Price analysis 10/29: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/price-analysis-1029-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2661642,Cointelegraph,30.Oct.21
2TM Group Now Holds $1M in Fingerprints DAO Stake,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/2tm-group-now-holds-1m-in-fingerprints-dao-stake-2661641,CoinQuora,30.Oct.21
The future of longevity lies with digital currency visionaries,,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-future-of-longevity-lies-with-digital-currency-visionaries-2661638,Cointelegraph,30.Oct.21
Rally founders launch crypto venture studio backed by a16z partner ,,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/rally-founders-launch-crypto-venture-studio-backed-by-a16z-partner-2661632,Cointelegraph,30.Oct.21
The major tax myths about cryptocurrency debunked,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-major-tax-myths-about-cryptocurrency-debunked-2661629,Cointelegraph,30.Oct.21
Crypto lending firms on the hot seat: New regulations are coming?,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/crypto-lending-firms-on-the-hot-seat-new-regulations-are-coming-2661628,Cointelegraph,30.Oct.21
Ubisoft will seek to invest in and create blockchain games ,,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/ubisoft-will-seek-to-invest-in-and-create-blockchain-games-2661624,Cointelegraph,30.Oct.21
"Finance Redefined: Near_ $800M fund, Miami embraces crypto, Oct. 2229 ",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/finance-redefined-nears-800m-fund-miami-embraces-crypto-oct-2229-2661618,Cointelegraph,30.Oct.21
AVAX tops the crypto predictability list... but the other tokens may surprise you,,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/avax-tops-the-crypto-predictability-list-but-the-other-tokens-may-surprise-you-2661615,Cointelegraph,30.Oct.21
Elon Musk-named meme token 'Dogelon Mars' gains nearly 4000% in October,,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/elon-musknamed-meme-token-dogelon-mars-gains-nearly-4000-in-october-2661612,Cointelegraph,30.Oct.21
7 lessons learned from building and scaling Bitcoin mining operations,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/7-lessons-learned-from-building-and-scaling-bitcoin-mining-operations-2661605,Cointelegraph,30.Oct.21
"Users unable to sell Squid Game token clocking 45,000% gains",,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/users-unable-to-sell-squid-game-token-clocking-45000-gains-2661602,Cointelegraph,30.Oct.21
NFT hype isn_ cooling down as Coinbase and FTX only dive deeper,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/nft-hype-isnt-cooling-down-as-coinbase-and-ftx-only-dive-deeper-2661596,Cointelegraph,30.Oct.21
Death & Taxes are Life_ Only Certainties  TaxBit is Making One of Those Less Scary,,"{'neg': 0.314, 'neu': 0.599, 'pos': 0.088, 'compound': -0.7102}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/death--taxes-are-lifes-only-certainties--taxbit-is-making-one-of-those-less-scary-2661589,DailyCoin,30.Oct.21
"Axie Infinity, Decentraland and _etaverse cryptos rally after Facebook rebrands to Meta",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/axie-infinity-decentraland-and-metaverse-cryptos-rally-after-facebook-rebrands-to-meta-2661588,Cointelegraph,30.Oct.21
BTC price 'ready to rally' with Bitcoin bulls clear to charge at $85K  analysis,,"{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6249}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/btc-price-ready-to-rally-with-bitcoin-bulls-clear-to-charge-at-85k--analysis-2661584,Cointelegraph,30.Oct.21
Major Russian bank explores crypto investment amid strong demand,,"{'neg': 0.127, 'neu': 0.593, 'pos': 0.28, 'compound': 0.4215}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/major-russian-bank-explores-crypto-investment-amid-strong-demand-2661573,Cointelegraph,30.Oct.21
"Cardano Stablecoin Protocol, Ardana Raises $10m In Funding Round",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-funding-round-2661572,CoinQuora,30.Oct.21
Huobi closes crypto derivatives as part of wind-down for Chinese traders,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/huobi-closes-crypto-derivatives-as-part-of-winddown-for-chinese-traders-2661570,Cointelegraph,30.Oct.21
Good News! Dvision Metaverse Is Officially Launching on November 1,,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4926}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/good-news-dvision-metaverse-is-officially-launching-on-november-1-2661566,CoinQuora,30.Oct.21
Dallas Mavericks fan wins $100k in Bitcoin at NBA shootout event,,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/dallas-mavericks-fan-wins-100k-in-bitcoin-at-nba-shootout-event-2661565,Cointelegraph,30.Oct.21
Breaking: Hackers Exploit El Salvador_ Chivo BTC Wallet_ Setup Process,,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/breaking-hackers-exploit-el-salvadors-chivo-btc-wallets-setup-process-2661561,CoinQuora,30.Oct.21
Australian securities regulator issues guidelines for crypto ETPs,,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/australian-securities-regulator-issues-guidelines-for-crypto-etps-2661554,Cointelegraph,30.Oct.21
Biggest Bitcoin fund in the world could become ETF by July as GBTC nears $40B AUM,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/biggest-bitcoin-fund-in-the-world-could-become-etf-by-july-as-gbtc-nears-40b-aum-2661551,Cointelegraph,30.Oct.21
Bitcoin eyes third weekly close above $60K as Ethereum fuels new altcoin market cap record,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/bitcoin-eyes-third-weekly-close-above-60k-as-ethereum-fuels-new-altcoin-market-cap-record-2661549,Cointelegraph,30.Oct.21
Shiba Inu now accepted as payment at a French bistro in Paris,,"{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/shiba-inu-now-accepted-as-payment-at-a-french-bistro-in-paris-2661547,Cointelegraph,30.Oct.21
Is the Metaverse as Friendly as We Imagine It?,,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/is-the-metaverse-as-friendly-as-we-imagine-it-2661546,DailyCoin,30.Oct.21
"Don_ Stifle Crypto Innovation, Says US Senator Hagerty to CFPB Director",,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/dont-stifle-crypto-innovation-says-us-senator-hagerty-to-cfpb-director-2661536,CoinQuora,30.Oct.21
"Russian crypto market worth $500B despite bad regulation, says exec",,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.5789}",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/russian-crypto-market-worth-500b-despite-bad-regulation-says-exec-2661530,Cointelegraph,30.Oct.21
Dogelon Bullish and Raises Above 100%,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/dogelon-bullish-and-raises-above-100-2661521,CoinQuora,30.Oct.21
Major Indonesian Islamic organization declares crypto _aram  Or forbidden,,"{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/major-indonesian-islamic-organization-declares-crypto-haram--or-forbidden-2661519,Cointelegraph,30.Oct.21
Fight over Greenidge miner's legal threats to activists over _alse' claims ,,"{'neg': 0.362, 'neu': 0.537, 'pos': 0.101, 'compound': -0.5994}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/fight-over-greenidge-miners-legal-threats-to-activists-over-false-claims-2661515,Cointelegraph,30.Oct.21
Immersive cooling tech could help Bitcoin mining go green by 2030 ,,"{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/immersive-cooling-tech-could-help-bitcoin-mining-go-green-by-2030-2661512,Cointelegraph,30.Oct.21
Ethereum hits new ATH after Altair upgrade shows clear path to the merge ,,"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/ethereum-hits-new-ath-after-altair-upgrade-shows-clear-path-to-the-merge-2661511,Cointelegraph,30.Oct.21
The Psychology of Buying Into Crypto,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/the-psychology-of-buying-into-crypto-2661507,DailyCoin,30.Oct.21
Cathie Wood_ Ark snaps up $80M Robinhood shares after crypto led price dip,,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/cathie-woods-ark-snaps-up-80m-robinhood-shares-after-crypto-led-price-dip-2661505,Cointelegraph,30.Oct.21
"MicroStrategy added 9K BTC last quarter, its stash is now worth $7 billion ",,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/microstrategy-added-9k-btc-last-quarter-its-stash-is-now-worth-7-billion-2661504,Cointelegraph,29.Oct.21
Memecoin mania triggers triple-digit gains from Binance Smart Chain-based altcoins,,"{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.6249}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/memecoin-mania-triggers-tripledigit-gains-from-binance-smart-chainbased-altcoins-2661493,Cointelegraph,29.Oct.21
"Shanghai Man: Inside Blockchain Week_ private parties, Vitalik_ speech, and Gate.io climbs the ranks",,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/shanghai-man-inside-blockchain-weeks-private-parties-vitaliks-speech-and-gateio-climbs-the-ranks-2661490,Cointelegraph,29.Oct.21
Aavegotchi (GHST) gains 50% as _otchiverse auctions set a path to the Metaverse,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/aavegotchi-ghst-gains-50-as-gotchiverse-auctions-set-a-path-to-the-metaverse-2661488,Cointelegraph,29.Oct.21
Decentralized design platform Moralis raises $13.4M in seed funding from EQT Ventures,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/decentralized-design-platform-moralis-raises-134m-in-seed-funding-from-eqt-ventures-2661483,Cointelegraph,29.Oct.21
Central Bank of Sri Lanka completes proof-of-concept KYC platform,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/central-bank-of-sri-lanka-completes-proofofconcept-kyc-platform-2661480,Cointelegraph,29.Oct.21
"Altcoin Roundup: Dogecoin, Shiba Inu and memes are hauling the dogsled to mass adoption",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/altcoin-roundup-dogecoin-shiba-inu-and-memes-are-hauling-the-dogsled-to-mass-adoption-2661479,Cointelegraph,29.Oct.21
US Senator Hagerty to CFPB Director: Don_ Stifle Crypto Innovation ,,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/us-senator-hagerty-to-cfpb-director-dont-stifle-crypto-innovation-2661474,Cointelegraph,29.Oct.21
DeFi protocol Aave encounters major capital flight ,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/defi-protocol-aave-encounters-major-capital-flight-2661468,Cointelegraph,29.Oct.21
Blockchain platform Alchemy raises 250M in Series C led by Andreessen Horowitz ,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/blockchain-platform-alchemy-raises-250m-in-series-c-led-by-andreessen-horowitz-2661467,Cointelegraph,29.Oct.21
"Users unable to liquidate Squid Game token amid 45,000% gain",,"{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5267}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/users-unable-to-liquidate-squid-game-token-amid-45000-gain-2661466,BTC Peers,29.Oct.21
AMC Theatres CEO considers adding Shiba Inu as payment for ticket purchases ,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/amc-theatres-ceo-considers-adding-shiba-inu-as-payment-for-ticket-purchases-2661463,Cointelegraph,29.Oct.21
Mastercard is preparing its infrastructure for the deployment of CBDCs,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/mastercard-is-preparing-its-infrastructure-for-the-deployment-of-cbdcs-2661452,Cointelegraph,29.Oct.21
Kazakhstan expects at least $1.5B in economic activity from crypto mining within 5 years,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/kazakhstan-expects-at-least-15b-in-economic-activity-from-crypto-mining-within-5-years-2661427,Cointelegraph,29.Oct.21
"MicroStrategy acquired 9,000 BTC last quarter, now holds $7 billion worth of Bitcoin",,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/microstrategy-acquired-9000-btc-last-quarter-now-holds-7-billion-worth-of-bitcoin-2661380,BTC Peers,29.Oct.21
Cardano stablecoin protocol Ardana raises $10M in latest funding round,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-latest-funding-round-2661367,Cointelegraph,29.Oct.21
Ethereum sets new ATH as Altair upgrade goes live,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/ethereum-sets-new-ath-as-altair-upgrade-goes-live-2661360,BTC Peers,29.Oct.21
Facebook rebrands to Meta as it intensifies blockchain efforts,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/facebook-rebrands-to-meta-as-it-intensifies-blockchain-efforts-2661359,BTC Peers,29.Oct.21
"Price analysis 10/29: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/price-analysis-1029-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2661321,Cointelegraph,29.Oct.21
Rally founders launch crypto venture studio backed by a16z partner ,,"{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/rally-founders-launch-crypto-venture-studio-backed-by-a16z-partner-2661255,Cointelegraph,29.Oct.21
The future of longevity lies with digital currency visionaries,,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/the-future-of-longevity-lies-with-digital-currency-visionaries-2661222,Cointelegraph,29.Oct.21
Ubisoft will seek to invest in and create blockchain games ,,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/ubisoft-will-seek-to-invest-in-and-create-blockchain-games-2661188,Cointelegraph,29.Oct.21
"Weekly Crypto Gaming News  Valve, Steam, GameStop, Halloween NFTs, GAMEE_ Arc8 on iOS and Android, Thetan Arena on PC",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/weekly-crypto-gaming-news--valve-steam-gamestop-halloween-nfts-gamees-arc8-on-ios-and-android-thetan-arena-on-pc-2661170,DailyCoin,29.Oct.21
Crypto lending firms on the hot seat: New regulations are coming?,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/crypto-lending-firms-on-the-hot-seat-new-regulations-are-coming-2661165,Cointelegraph,29.Oct.21
"Finance Redefined: Near_ $800M fund, Miami embraces crypto, Oct. 2229 ",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/finance-redefined-nears-800m-fund-miami-embraces-crypto-oct-2229-2661143,Cointelegraph,29.Oct.21
Decentraland_ MANA Stays Bullish Over the Last 24 Hours,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/decentralands-mana-stays-bullish-over-the-last-24-hours-2661065,CoinQuora,29.Oct.21
"Users unable to sell Squid Game token clocking 45,000% gains",,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/users-unable-to-sell-squid-game-token-clocking-45000-gains-2661032,Cointelegraph,29.Oct.21
Price Prediction for Bitcoin. Is $100K or Beyond Possible?,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/price-prediction-for-bitcoin-is-100k-or-beyond-possible-2661015,DailyCoin,29.Oct.21
NewsCrypto: Polygon Bridge Is Now Live on Mainnet With Chainlink Integration,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/newscrypto-polygon-bridge-is-now-live-on-mainnet-with-chainlink-integration-2661014,CoinQuora,29.Oct.21
"Axie Infinity, Decentraland and _etaverse cryptos rally after Facebook rebrands to Meta",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/axie-infinity-decentraland-and-metaverse-cryptos-rally-after-facebook-rebrands-to-meta-2660993,Cointelegraph,29.Oct.21
Major Russian bank explores crypto investment amid strong demand,,"{'neg': 0.127, 'neu': 0.593, 'pos': 0.28, 'compound': 0.4215}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/major-russian-bank-explores-crypto-investment-amid-strong-demand-2660914,Cointelegraph,29.Oct.21
P2E Project Good Games Guild Raises $1.7M in Funds,,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/p2e-project-good-games-guild-raises-17m-in-funds-2660896,CoinQuora,29.Oct.21
Huobi closes crypto derivatives as part of wind-down for Chinese traders,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/huobi-closes-crypto-derivatives-as-part-of-winddown-for-chinese-traders-2660873,Cointelegraph,29.Oct.21
__ameStop Looks into Decentralization,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/gamestop-looks-into-decentralization-2660785,DailyCoin,29.Oct.21
Biggest Bitcoin fund in the world could become ETF by July as GBTC nears $40B AUM,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/biggest-bitcoin-fund-in-the-world-could-become-etf-by-july-as-gbtc-nears-40b-aum-2660652,Cointelegraph,29.Oct.21
"EverGrow Reaches 45K Holders, Is EGC the Next Shiba Inu and Dogecoin?",,"{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0516}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/evergrow-reaches-45k-holders-is-egc-the-next-shiba-inu-and-dogecoin-2660627,CoinQuora,29.Oct.21
Australian securities regulator issues guidelines for crypto ETPs,,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/australian-securities-regulator-issues-guidelines-for-crypto-etps-2660622,Cointelegraph,29.Oct.21
Dogs of war  Shiba Inu and Dogecoin battle for Dog-based crypto supremacy,,"{'neg': 0.367, 'neu': 0.565, 'pos': 0.068, 'compound': -0.743}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/dogs-of-war--shiba-inu-and-dogecoin-battle-for-dogbased-crypto-supremacy-2660680,Investing.com,29.Oct.21
The Bitcoin Bull Market: The Second Leg,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/the-bitcoin-bull-market-the-second-leg-2660576,DailyCoin,29.Oct.21
Metaverse Games SpaceY 2025 and Star Atlas are Innovating the Industry,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/metaverse-games-spacey-2025-and-star-atlas-are-innovating-the-industry-2660575,CoinQuora,29.Oct.21
"CryptoPunk_ NFT Sells for Half a Billion Dollars, Causes Uproar",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/cryptopunks-nft-sells-for-half-a-billion-dollars-causes-uproar-2660515,CoinQuora,29.Oct.21
"Russian crypto market worth $500B despite bad regulation, says exec",,"{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.5789}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/russian-crypto-market-worth-500b-despite-bad-regulation-says-exec-2660426,Cointelegraph,29.Oct.21
Wharton UPenn Will Accept Tuition Payment in Cryptocurrencies,,"{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/wharton-upenn-will-accept-tuition-payment-in-cryptocurrencies-2660409,DailyCoin,29.Oct.21
XDEFI Wallet Unveils Integration with Terra and Announces Liquidity Program on Pylon Protocol to Support The Terra Ecosystem,,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/xdefi-wallet-unveils-integration-with-terra-and-announces-liquidity-program-on-pylon-protocol-to-support-the-terra-ecosystem-2660371,DailyCoin,29.Oct.21
"Scallop Announces Its Flexible Staking Platform, SCLP Listed On Kucoin, PancakeSwap and Gate.io",,"{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}",https://www.investing.com/news/cryptocurrency-news/10/news/cryptocurrency-news/scallop-announces-its-flexible-staking-platform-sclp-listed-on-kucoin-pancakeswap-and-gateio-2660370,DailyCoin,29.Oct.21
"Ethereum Hits a New Milestone, Signaling a New Wave for ETH",,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",https://www.investing.com/news/cryptocurrency-news/10/news/cryptocurrency-news/ethereum-hits-a-new-milestone-signaling-a-new-wave-for-eth-2660369,CoinQuora,29.Oct.21
