Title,Link,Media,Date,Vader
Kazakhstan expects at least $1.5B in economic activity from crypto mining within 5 years,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/kazakhstan-expects-at-least-15b-in-economic-activity-from-crypto-mining-within-5-years-2661661,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Cardano stablecoin protocol Ardana raises $10M in latest funding round,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-latest-funding-round-2661653,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Bakkt stock goes parabolic, GBTC outpaces BITO ETF and Tom Brady offers 1 BTC for 600th touchdown ball: Hodler’s Digest, Oct. 24-30",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/bakkt-stock-goes-parabolic-gbtc-outpaces-bito-etf-and-tom-brady-offers-1-btc-for-600th-touchdown-ball-hodlers-digest-oct-2430-2661651,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The United States will become the global crypto and blockchain leader,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-united-states-will-become-the-global-crypto-and-blockchain-leader-2661644,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}"
"Price analysis 10/29: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/price-analysis-1029-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2661642,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2TM Group Now Holds $1M in Fingerprints DAO Stake,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/2tm-group-now-holds-1m-in-fingerprints-dao-stake-2661641,CoinQuora,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
The future of longevity lies with digital currency visionaries,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-future-of-longevity-lies-with-digital-currency-visionaries-2661638,Cointelegraph,"Oct 30, 2021","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}"
Rally founders launch crypto venture studio backed by a16z partner ,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/rally-founders-launch-crypto-venture-studio-backed-by-a16z-partner-2661632,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}"
The major tax myths about cryptocurrency debunked,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-major-tax-myths-about-cryptocurrency-debunked-2661629,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Crypto lending firms on the hot seat: New regulations are coming?,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/crypto-lending-firms-on-the-hot-seat-new-regulations-are-coming-2661628,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Ubisoft will seek to invest in and create blockchain games ,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/ubisoft-will-seek-to-invest-in-and-create-blockchain-games-2661624,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
"Finance Redefined: Near’s $800M fund, Miami embraces crypto, Oct. 22–29 ",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/finance-redefined-nears-800m-fund-miami-embraces-crypto-oct-2229-2661618,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
AVAX tops the crypto predictability list... but the other tokens may surprise you,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/avax-tops-the-crypto-predictability-list-but-the-other-tokens-may-surprise-you-2661615,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.5859}"
Elon Musk-named meme token 'Dogelon Mars' gains nearly 4000% in October,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/elon-musknamed-meme-token-dogelon-mars-gains-nearly-4000-in-october-2661612,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}"
7 lessons learned from building and scaling Bitcoin mining operations,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/7-lessons-learned-from-building-and-scaling-bitcoin-mining-operations-2661605,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Users unable to sell Squid Game token clocking 45,000% gains",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/users-unable-to-sell-squid-game-token-clocking-45000-gains-2661602,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}"
NFT hype isn’t cooling down as Coinbase and FTX only dive deeper,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/nft-hype-isnt-cooling-down-as-coinbase-and-ftx-only-dive-deeper-2661596,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Death & Taxes are Life’s Only Certainties – TaxBit is Making One of Those Less Scary,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/death--taxes-are-lifes-only-certainties--taxbit-is-making-one-of-those-less-scary-2661589,DailyCoin,"Oct 30, 2021","{'neg': 0.314, 'neu': 0.599, 'pos': 0.088, 'compound': -0.7102}"
"Axie Infinity, Decentraland and ‘metaverse’ cryptos rally after Facebook rebrands to Meta",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/axie-infinity-decentraland-and-metaverse-cryptos-rally-after-facebook-rebrands-to-meta-2661588,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
BTC price 'ready to rally' with Bitcoin bulls clear to charge at $85K — analysis,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/btc-price-ready-to-rally-with-bitcoin-bulls-clear-to-charge-at-85k--analysis-2661584,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.718, 'pos': 0.282, 'compound': 0.6249}"
Major Russian bank explores crypto investment amid strong demand,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/major-russian-bank-explores-crypto-investment-amid-strong-demand-2661573,Cointelegraph,"Oct 30, 2021","{'neg': 0.127, 'neu': 0.593, 'pos': 0.28, 'compound': 0.4215}"
"Cardano Stablecoin Protocol, Ardana Raises $10m In Funding Round",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-funding-round-2661572,CoinQuora,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Huobi closes crypto derivatives as part of wind-down for Chinese traders,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/huobi-closes-crypto-derivatives-as-part-of-winddown-for-chinese-traders-2661570,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Good News! Dvision Metaverse Is Officially Launching on November 1,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/good-news-dvision-metaverse-is-officially-launching-on-november-1-2661566,CoinQuora,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.4926}"
Dallas Mavericks fan wins $100k in Bitcoin at NBA shootout event,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/dallas-mavericks-fan-wins-100k-in-bitcoin-at-nba-shootout-event-2661565,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.7184}"
Breaking: Hackers Exploit El Salvador’s Chivo BTC Wallet’s Setup Process,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/breaking-hackers-exploit-el-salvadors-chivo-btc-wallets-setup-process-2661561,CoinQuora,"Oct 30, 2021","{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.1027}"
Australian securities regulator issues guidelines for crypto ETPs,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/australian-securities-regulator-issues-guidelines-for-crypto-etps-2661554,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
Biggest Bitcoin fund in the world could become ETF by July as GBTC nears $40B AUM,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/biggest-bitcoin-fund-in-the-world-could-become-etf-by-july-as-gbtc-nears-40b-aum-2661551,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Bitcoin eyes third weekly close above $60K as Ethereum fuels new altcoin market cap record,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/bitcoin-eyes-third-weekly-close-above-60k-as-ethereum-fuels-new-altcoin-market-cap-record-2661549,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Shiba Inu now accepted as payment at a French bistro in Paris,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/shiba-inu-now-accepted-as-payment-at-a-french-bistro-in-paris-2661547,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.84, 'pos': 0.16, 'compound': 0.2732}"
Is the Metaverse as Friendly as We Imagine It?,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/is-the-metaverse-as-friendly-as-we-imagine-it-2661546,DailyCoin,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}"
"Don’t Stifle Crypto Innovation, Says US Senator Hagerty to CFPB Director",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/dont-stifle-crypto-innovation-says-us-senator-hagerty-to-cfpb-director-2661536,CoinQuora,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
"Russian crypto market worth $500B despite bad regulation, says exec",https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/russian-crypto-market-worth-500b-despite-bad-regulation-says-exec-2661530,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.5789}"
Dogelon Bullish and Raises Above 100%,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/dogelon-bullish-and-raises-above-100-2661521,CoinQuora,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Major Indonesian Islamic organization declares crypto ‘haram’ — Or forbidden,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/major-indonesian-islamic-organization-declares-crypto-haram--or-forbidden-2661519,Cointelegraph,"Oct 30, 2021","{'neg': 0.237, 'neu': 0.763, 'pos': 0.0, 'compound': -0.4215}"
Fight over Greenidge miner's legal threats to activists over ‘false' claims ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/fight-over-greenidge-miners-legal-threats-to-activists-over-false-claims-2661515,Cointelegraph,"Oct 30, 2021","{'neg': 0.362, 'neu': 0.537, 'pos': 0.101, 'compound': -0.5994}"
Immersive cooling tech could help Bitcoin mining go green by 2030 ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/immersive-cooling-tech-could-help-bitcoin-mining-go-green-by-2030-2661512,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.4019}"
Ethereum hits new ATH after Altair upgrade shows clear path to the merge ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/ethereum-hits-new-ath-after-altair-upgrade-shows-clear-path-to-the-merge-2661511,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.3818}"
The Psychology of Buying Into Crypto,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/the-psychology-of-buying-into-crypto-2661507,DailyCoin,"Oct 30, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Cathie Wood’s Ark snaps up $80M Robinhood shares after crypto led price dip,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/cathie-woods-ark-snaps-up-80m-robinhood-shares-after-crypto-led-price-dip-2661505,Cointelegraph,"Oct 30, 2021","{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}"
"MicroStrategy added 9K BTC last quarter, its stash is now worth $7 billion ",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/microstrategy-added-9k-btc-last-quarter-its-stash-is-now-worth-7-billion-2661504,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}"
Memecoin mania triggers triple-digit gains from Binance Smart Chain-based altcoins,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/memecoin-mania-triggers-tripledigit-gains-from-binance-smart-chainbased-altcoins-2661493,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.611, 'pos': 0.389, 'compound': 0.6249}"
"Shanghai Man: Inside Blockchain Week’s private parties, Vitalik’s speech, and Gate.io climbs the ranks",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/shanghai-man-inside-blockchain-weeks-private-parties-vitaliks-speech-and-gateio-climbs-the-ranks-2661490,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4019}"
Aavegotchi (GHST) gains 50% as ‘Gotchiverse’ auctions set a path to the Metaverse,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/aavegotchi-ghst-gains-50-as-gotchiverse-auctions-set-a-path-to-the-metaverse-2661488,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.34}"
Decentralized design platform Moralis raises $13.4M in seed funding from EQT Ventures,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/decentralized-design-platform-moralis-raises-134m-in-seed-funding-from-eqt-ventures-2661483,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Central Bank of Sri Lanka completes proof-of-concept KYC platform,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/central-bank-of-sri-lanka-completes-proofofconcept-kyc-platform-2661480,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Altcoin Roundup: Dogecoin, Shiba Inu and memes are hauling the dogsled to mass adoption",https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/altcoin-roundup-dogecoin-shiba-inu-and-memes-are-hauling-the-dogsled-to-mass-adoption-2661479,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
US Senator Hagerty to CFPB Director: Don’t Stifle Crypto Innovation ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/us-senator-hagerty-to-cfpb-director-dont-stifle-crypto-innovation-2661474,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}"
DeFi protocol Aave encounters major capital flight ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/defi-protocol-aave-encounters-major-capital-flight-2661468,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Blockchain platform Alchemy raises 250M in Series C led by Andreessen Horowitz ,https://www.investing.com/news/cryptocurrency-news/7/news/cryptocurrency-news/blockchain-platform-alchemy-raises-250m-in-series-c-led-by-andreessen-horowitz-2661467,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Users unable to liquidate Squid Game token amid 45,000% gain",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/users-unable-to-liquidate-squid-game-token-amid-45000-gain-2661466,BTC Peers,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5267}"
AMC Theatres CEO considers adding Shiba Inu as payment for ticket purchases ,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/amc-theatres-ceo-considers-adding-shiba-inu-as-payment-for-ticket-purchases-2661463,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Mastercard is preparing its infrastructure for the deployment of CBDCs,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/mastercard-is-preparing-its-infrastructure-for-the-deployment-of-cbdcs-2661452,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Kazakhstan expects at least $1.5B in economic activity from crypto mining within 5 years,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/kazakhstan-expects-at-least-15b-in-economic-activity-from-crypto-mining-within-5-years-2661427,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"MicroStrategy acquired 9,000 BTC last quarter, now holds $7 billion worth of Bitcoin",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/microstrategy-acquired-9000-btc-last-quarter-now-holds-7-billion-worth-of-bitcoin-2661380,BTC Peers,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.2263}"
Cardano stablecoin protocol Ardana raises $10M in latest funding round,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/cardano-stablecoin-protocol-ardana-raises-10m-in-latest-funding-round-2661367,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Ethereum sets new ATH as Altair upgrade goes live,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/ethereum-sets-new-ath-as-altair-upgrade-goes-live-2661360,BTC Peers,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Facebook rebrands to Meta as it intensifies blockchain efforts,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/facebook-rebrands-to-meta-as-it-intensifies-blockchain-efforts-2661359,BTC Peers,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Price analysis 10/29: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/price-analysis-1029-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2661321,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Rally founders launch crypto venture studio backed by a16z partner ,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/rally-founders-launch-crypto-venture-studio-backed-by-a16z-partner-2661255,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.0258}"
The future of longevity lies with digital currency visionaries,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/the-future-of-longevity-lies-with-digital-currency-visionaries-2661222,Cointelegraph,"Oct 29, 2021","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}"
Ubisoft will seek to invest in and create blockchain games ,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/ubisoft-will-seek-to-invest-in-and-create-blockchain-games-2661188,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2732}"
"Weekly Crypto Gaming News – Valve, Steam, GameStop, Halloween NFTs, GAMEE’s Arc8 on iOS and Android, Thetan Arena on PC",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/weekly-crypto-gaming-news--valve-steam-gamestop-halloween-nfts-gamees-arc8-on-ios-and-android-thetan-arena-on-pc-2661170,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Crypto lending firms on the hot seat: New regulations are coming?,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/crypto-lending-firms-on-the-hot-seat-new-regulations-are-coming-2661165,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Finance Redefined: Near’s $800M fund, Miami embraces crypto, Oct. 22–29 ",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/finance-redefined-nears-800m-fund-miami-embraces-crypto-oct-2229-2661143,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Decentraland’s MANA Stays Bullish Over the Last 24 Hours,https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/decentralands-mana-stays-bullish-over-the-last-24-hours-2661065,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Users unable to sell Squid Game token clocking 45,000% gains",https://www.investing.com/news/cryptocurrency-news/8/news/cryptocurrency-news/users-unable-to-sell-squid-game-token-clocking-45000-gains-2661032,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}"
Price Prediction for Bitcoin. Is $100K or Beyond Possible?,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/price-prediction-for-bitcoin-is-100k-or-beyond-possible-2661015,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
NewsCrypto: Polygon Bridge Is Now Live on Mainnet With Chainlink Integration,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/newscrypto-polygon-bridge-is-now-live-on-mainnet-with-chainlink-integration-2661014,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Axie Infinity, Decentraland and ‘metaverse’ cryptos rally after Facebook rebrands to Meta",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/axie-infinity-decentraland-and-metaverse-cryptos-rally-after-facebook-rebrands-to-meta-2660993,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Major Russian bank explores crypto investment amid strong demand,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/major-russian-bank-explores-crypto-investment-amid-strong-demand-2660914,Cointelegraph,"Oct 29, 2021","{'neg': 0.127, 'neu': 0.593, 'pos': 0.28, 'compound': 0.4215}"
P2E Project Good Games Guild Raises $1.7M in Funds,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/p2e-project-good-games-guild-raises-17m-in-funds-2660896,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
Huobi closes crypto derivatives as part of wind-down for Chinese traders,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/huobi-closes-crypto-derivatives-as-part-of-winddown-for-chinese-traders-2660873,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
​​GameStop Looks into Decentralization,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/gamestop-looks-into-decentralization-2660785,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Biggest Bitcoin fund in the world could become ETF by July as GBTC nears $40B AUM,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/biggest-bitcoin-fund-in-the-world-could-become-etf-by-july-as-gbtc-nears-40b-aum-2660652,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"EverGrow Reaches 45K Holders, Is EGC the Next Shiba Inu and Dogecoin?",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/evergrow-reaches-45k-holders-is-egc-the-next-shiba-inu-and-dogecoin-2660627,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.902, 'pos': 0.098, 'compound': 0.0516}"
Australian securities regulator issues guidelines for crypto ETPs,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/australian-securities-regulator-issues-guidelines-for-crypto-etps-2660622,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}"
Dogs of war – Shiba Inu and Dogecoin battle for Dog-based crypto supremacy,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/dogs-of-war--shiba-inu-and-dogecoin-battle-for-dogbased-crypto-supremacy-2660680,Investing.com,"Oct 29, 2021","{'neg': 0.367, 'neu': 0.565, 'pos': 0.068, 'compound': -0.743}"
The Bitcoin Bull Market: The Second Leg,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/the-bitcoin-bull-market-the-second-leg-2660576,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
Metaverse Games SpaceY 2025 and Star Atlas are Innovating the Industry,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/metaverse-games-spacey-2025-and-star-atlas-are-innovating-the-industry-2660575,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"CryptoPunk’s NFT Sells for Half a Billion Dollars, Causes Uproar",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/cryptopunks-nft-sells-for-half-a-billion-dollars-causes-uproar-2660515,CoinQuora,"Oct 29, 2021","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
"Russian crypto market worth $500B despite bad regulation, says exec",https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/russian-crypto-market-worth-500b-despite-bad-regulation-says-exec-2660426,Cointelegraph,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.627, 'pos': 0.373, 'compound': 0.5789}"
Wharton UPenn Will Accept Tuition Payment in Cryptocurrencies,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/wharton-upenn-will-accept-tuition-payment-in-cryptocurrencies-2660409,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}"
XDEFI Wallet Unveils Integration with Terra and Announces Liquidity Program on Pylon Protocol to Support The Terra Ecosystem,https://www.investing.com/news/cryptocurrency-news/9/news/cryptocurrency-news/xdefi-wallet-unveils-integration-with-terra-and-announces-liquidity-program-on-pylon-protocol-to-support-the-terra-ecosystem-2660371,DailyCoin,"Oct 29, 2021","{'neg': 0.0, 'neu': 0.863, 'pos': 0.137, 'compound': 0.4019}"
